Game_Id;Turn_#;Agent;Time_Limit;Move_Made;List_Of_Moves;Board;Points
661c6bba-1979-4f22-81f0-c0f374aed12e;11;MCTS;30;((2, 3), (2, 4));"{(0, 3): [(1, 3)], (1, 2): [(1, 3)], (1, 3): [(2, 3), (1, 4)], (2, 2): [(2, 3)], (2, 3): [(2, 4), (3, 3)], (4, 0): [(4, 1)], (6, 2): [(6, 3)]}
";"[[ 43   3   3  19  43   3 163]
 [199  43  19 199  19  43  61]
 [  3   3 199  19 199  61  19]
 [ 19 163 163 199  19  43 199]
 [  3 199   3   3  61 163  43]
 [ 61 199  61  19 199   3  19]
 [ 19  19  61  19   3  61 163]]";1680
661c6bba-1979-4f22-81f0-c0f374aed12e;12;MCTS;30;((3, 3), (4, 3));"{(3, 6): [(4, 6)], (3, 3): [(4, 3)], (0, 3): [(0, 4)], (0, 2): [(0, 3)], (2, 2): [(2, 3)], (4, 0): [(4, 1)], (6, 2): [(6, 3)]}
";"[[ 43   3   3  43   3   3 163]
 [199  43  19  43 199  43  61]
 [  3   3 199   3 163  61  19]
 [ 19 163 163  19  43  43 199]
 [  3 199   3   3  61 163  43]
 [ 61 199  61  19 199   3  19]
 [ 19  19  61  19   3  61 163]]";1860
661c6bba-1979-4f22-81f0-c0f374aed12e;13;MCTS;30;((3, 4), (4, 4));"{(3, 4): [(4, 4)], (4, 3): [(4, 2)], (5, 4): [(6, 4)], (5, 5): [(6, 5)], (3, 3): [(4, 3), (3, 4)]}
";"[[ 43   3   3  61 199  61 163]
 [199  43  19  43   3   3  61]
 [  3   3 199  43 199  43  19]
 [ 19 163 163  61 163  61 199]
 [  3 199   3  43  61 163  43]
 [ 61 199  61   3 199   3  19]
 [ 19  19  61   3   3  61 163]]";2220
661c6bba-1979-4f22-81f0-c0f374aed12e;14;MCTS;30;((3, 1), (3, 2));"{(0, 4): [(1, 4)], (1, 0): [(2, 0)], (2, 0): [(2, 1)], (3, 0): [(3, 1)], (3, 1): [(4, 1), (3, 2)], (4, 2): [(4, 3)], (4, 3): [(4, 2)], (5, 4): [(6, 4)], (5, 5): [(6, 5)], (1, 3): [(1, 4)]}
";"[[ 43 199  19 199  61 199 163]
 [199   3   3  61 199  61  61]
 [  3  43  19  19   3   3  19]
 [ 19   3 199  43 199  43 199]
 [  3 199   3  61 163 163  43]
 [ 61 199  61   3 199   3  19]
 [ 19  19  61   3   3  61 163]]";2400
661c6bba-1979-4f22-81f0-c0f374aed12e;15;MCTS;30;((1, 3), (1, 4));"{(0, 4): [(1, 4)], (1, 0): [(1, 1)], (1, 1): [(1, 2)], (1, 2): [(2, 2)], (0, 3): [(1, 3)], (2, 1): [(2, 2)], (2, 2): [(2, 3), (3, 2)], (4, 2): [(4, 3)], (4, 3): [(4, 2)], (5, 4): [(6, 4)], (5, 5): [(6, 5)], (1, 3): [(1, 4)]}
";"[[199  19  61 199  61 199 163]
 [ 43 199  19  61 199  61  61]
 [199  19   3  19   3   3  19]
 [  3 163  19  43 199  43 199]
 [ 19 199   3  61 163 163  43]
 [ 61  43  61   3 199   3  19]
 [ 19  19  61   3   3  61 163]]";2460
661c6bba-1979-4f22-81f0-c0f374aed12e;16;MCTS;30;((4, 3), (4, 2));"{(1, 0): [(1, 1)], (1, 1): [(1, 2)], (1, 2): [(2, 2)], (2, 1): [(2, 2)], (2, 2): [(2, 3), (3, 2)], (4, 2): [(4, 3)], (4, 3): [(4, 2)], (5, 4): [(6, 4)], (5, 5): [(6, 5)]}
";"[[199  19  61 199   3 163  61]
 [ 43 199  19 199  61 199 163]
 [199  19   3  19   3   3  19]
 [  3 163  19  43 199  43 199]
 [ 19 199   3  61 163 163  43]
 [ 61  43  61   3 199   3  19]
 [ 19  19  61   3   3  61 163]]";2700
661c6bba-1979-4f22-81f0-c0f374aed12e;17;MCTS;30;((1, 3), (2, 3));"{(2, 0): [(2, 1)], (2, 1): [(2, 2)], (2, 2): [(2, 3)], (5, 3): [(5, 4)], (4, 3): [(4, 4)], (2, 3): [(3, 3)], (1, 3): [(2, 3)], (3, 5): [(3, 6)], (5, 0): [(5, 1)]}
";"[[ 61  61   3 199   3 163  61]
 [199  19  43 199  61 199 163]
 [ 43 199  19  43   3   3  19]
 [199  19  43 199 199  43 199]
 [  3 163  61 199 163 163  43]
 [ 19 199  19  19 199   3  19]
 [ 61  43   3  43   3  61 163]]";2760
661c6bba-1979-4f22-81f0-c0f374aed12e;18;MCTS;30;((2, 0), (2, 1));"{(2, 0): [(2, 1)], (2, 1): [(2, 2)], (2, 2): [(2, 3)], (3, 3): [(3, 2), (4, 3)], (3, 2): [(3, 3)], (3, 5): [(3, 6)], (5, 0): [(5, 1)]}
";"[[ 61  61   3  19   3 163  61]
 [199  19  43  43  61 199 163]
 [ 43 199  19  43   3   3  19]
 [199  19  43 199 199  43 199]
 [  3 163  61  43 163 163  43]
 [ 19 199  19  19 199   3  19]
 [ 61  43   3  43   3  61 163]]";2820
661c6bba-1979-4f22-81f0-c0f374aed12e;19;MCTS;30;((3, 3), (4, 3));"{(1, 1): [(2, 1)], (1, 2): [(2, 2)], (2, 1): [(2, 2)], (2, 2): [(2, 3), (3, 2)], (3, 3): [(3, 2), (4, 3)], (3, 2): [(3, 3)], (3, 5): [(3, 6)], (5, 0): [(5, 1)]}
";"[[199  61   3  19   3 163  61]
 [163  19  43  43  61 199 163]
 [163  43  19  43   3   3  19]
 [ 61  19  43 199 199  43 199]
 [  3 163  61  43 163 163  43]
 [ 19 199  19  19 199   3  19]
 [ 61  43   3  43   3  61 163]]";3120
661c6bba-1979-4f22-81f0-c0f374aed12e;0;RAND;0;((2, 3), (3, 3));"{(0, 2): [(1, 2)], (0, 1): [(1, 1)], (1, 1): [(1, 2), (2, 1)], (1, 2): [(2, 2)], (2, 1): [(2, 2), (3, 1)], (2, 2): [(3, 2)], (2, 5): [(2, 6)], (5, 1): [(5, 2)], (4, 2): [(4, 1)], (6, 4): [(6, 3)], (5, 3): [(6, 3)], (2, 3): [(3, 3)]}
";"[[ 61   3  43   3  19  61  61]
 [ 61  61   3   3 199  43  19]
 [  3   3 199  43  61  19 199]
 [ 43  19   3   3  61 163  19]
 [  3  61 163 163 199   3  43]
 [163 199  61  19 199 199  19]
 [ 19  61  61 199   3  61 163]]";60
